year,journal,title_length,cites
2012,Obstetrics and gynecology,65,63
2012,PNAS,127,63
2012,Circulation Research,130,63
2012,Nature Materials,73,63
2012,Journal of Hepatology,117,63
2012,Nature,78,63
2012,Advanced Materials,57,63
2012,Nature,89,63
2012,Science Translational Medicine,146,63
2012,JAMA,97,63
2012,Cell,69,63
2012,Astrophys J,59,63
2012,Proceedings of the Royal Society B: Biological Sciences,115,63
2012,PNAS,38,63
2012,Immunological Reviews,80,63
2012,Astrophys J,94,63
2012,Molecular Cell,138,63
2012,"Phys Rev D",78,63
2012,Angew Chem Int Ed,92,63
2012,Morbidity and Mortality Weekly Report,146,63
2012,Nature,57,63
2012,Nucleic Acids Research,123,63
2012,Mayo Clinic Proceedings,113,63
2012,Nature Genetics,59,63
2012,Advanced Energy Materials,113,63
2012,"Phys Rev D",42,63
2012,PNAS,37,63
2012,Inorganic Chemistry,131,63
2012,PNAS,78,63
2012,Energy and Environmental Science,60,63
2012,Journal of the American Society of Nephrology,53,63
2012,Nature,62,63
2012,J Am Chem Soc,102,63
2012,Accounts of Chemical Research,100,63
2012,Accounts of Chemical Research,102,63
2012,Clinical Infectious Diseases,87,63
2012,Nano Lett,82,63
2012,International Journal of Geriatric Psychiatry,136,63
2012,Clinical Cancer Research,125,63
2012,Brain Imaging and Behavior,114,63
2012,European Respiratory Journal,84,63
2012,JAMA,84,63
2012,J Am Chem Soc,113,63
2012,Advanced Functional Materials,156,63
2012,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",62,63
2012,Neuron,95,63
2012,Nano Lett,47,63
2012,Phys Rev B,120,63
2012,PLoS Computational Biology,89,63
2012,"Journal of Neurology, Neurosurgery and Psychiatry",148,63
2012,Nature Medicine,123,63
2012,Environmental Pollution,159,63
2012,Journal of Cell Science,36,63
2012,Cell,110,63
2012,Circulation,94,63
2012,Science,81,63
2012,European Journal of Neuroscience,88,63
2012,Plant Physiology,67,63
2012,Nature Chemical Biology,82,63
2012,Gastroenterology,86,63
2012,IEEE Transactions on Fuzzy Systems,64,63
2012,Nature Genetics,89,63
2012,Science,88,63
2012,Chem Comm,79,63
2012,Science,93,63
2012,PNAS,43,63
2012,Angew Chem Int Ed,90,63
2012,"Journal of Polymer Science, Part A: Polymer Chemistry",71,63
2012,Minerals Engineering,70,63
2012,Global Change Biology,78,63
2012,Systematic Biology,123,63
2012,Journal of Immunology,106,63
2012,IEEE Transactions on Microwave Theory and Techniques,84,63
2012,Genome Research,85,63
2012,European Urology,187,63
2012,JAMA,128,63
2012,Geophysical Research Letters,120,63
2012,Phys Rev Lett,75,63
2012,J Am Chem Soc,77,63
2012,Astrophys J,70,63
2012,PLoS ONE,103,63
2012,Nano Lett,73,63
2012,IEEE Transactions on Fuzzy Systems,121,63
2012,Molecular Therapy,95,63
2012,EPL,98,63
2012,Nature Physics,29,63
2012,Bone,101,63
2012,Journal of Power Sources,71,63
2012,J Am Coll Cardiol,166,63
2012,Phys Rev Lett,57,63
2012,Molecular Cell,140,63
2012,J Phys Chem C,142,63
2012,Advanced Materials,124,63
2012,Chemistry of Materials,135,63
2012,J Mater Chem,95,63
2012,Annals of Internal Medicine,91,63
2012,Molecular Cell,75,63
2012,Nano Lett,97,63
2012,Organic Letters,115,63
2012,Chem Comm,140,63
2012,J Clin Invest,83,63
2012,Multiple Sclerosis,135,63
2012,Brachytherapy,118,63
2012,Applied Mathematics and Computation,48,63
2012,PLoS Biology,61,63
2012,Journal of the Physical Society of Japan,80,63
2012,Plant Physiology,136,63
2012,Cerebral Cortex,90,63
2012,Energy,108,63
2012,Advanced Functional Materials,96,62
2012,J Am Coll Cardiol,125,62
2012,Circulation,126,62
2012,BMJ (Online),122,62
2012,Cell,86,62
2012,Nature Physics,64,62
2012,Transboundary and Emerging Diseases,81,62
2012,Science,44,62
2012,Phys Rev Lett,48,62
2012,Neurology,80,62
2012,Molecular Pharmaceutics,88,62
2012,Science,87,62
2012,Nature Nanotechnology,51,62
2012,The Lancet,144,62
2012,J Mater Chem,95,62
2012,Journal of Physical Chemistry Letters,71,62
2012,Advanced Materials,60,62
2012,Journal of Heart and Lung Transplantation,133,62
2012,Energy and Environmental Science,103,62
2012,Journal of the American Medical Directors Association,179,62
2012,Nature Cell Biology,44,62
2012,Annual Review of Microbiology,19,62
2012,Accounts of Chemical Research,67,62
2012,Science,52,62
2012,Nano Lett,66,62
2012,Nano Lett,104,62
2012,BMJ (Online),87,62
2012,Cell Stem Cell,107,62
2012,Nature Immunology,147,62
2012,Human Mutation,70,62
2012,Environmental Earth Sciences,132,62
2012,IEEE Transactions on Wireless Communications,81,62
2012,Science,92,62
2012,ACS Nano,69,62
2012,Angew Chem Int Ed,90,62
2012,"Phys Lett B",80,62
2012,Science,88,62
2012,Molecular and Cellular Proteomics,80,62
2012,Carbon,95,62
2012,Arthritis and Rheumatism,122,62
2012,Pediatric Obesity,91,62
2012,Phys Rev Lett,64,62
2012,Science,94,62
2012,Organic Letters,83,62
2012,J Clin Invest,109,62
2012,The Lancet,138,62
2012,Annual Review of Biochemistry,35,62
2012,Archivos de Bronconeumologia,161,62
2012,GLIA,68,62
2012,Research Policy,75,62
2012,Alzheimer's and Dementia,80,62
2012,BioScience,75,62
2012,Nature,89,62
2012,Phys Rev Lett,114,62
2012,PNAS,132,62
2012,Quaternary Science Reviews,65,62
2012,J Am Coll Cardiol,108,62
2012,Journal of Experimental Medicine,96,62
2012,Nature Biotechnology,115,62
2012,Information Communication and Society,93,62
2012,American Journal of Ophthalmology,103,62
2012,European Respiratory Journal,87,62
2012,Genes and Development,82,62
2012,BioEssays,64,62
2012,"Phys Rev D",41,62
2012,New Eng J Med,75,62
2012,Neuron,43,62
2012,ACS Nano,116,62
2012,Chemistry of Materials,118,62
2012,Clinical Infectious Diseases,106,62
2012,PLoS ONE,60,62
2012,Science,46,62
2012,Optics Express,73,62
2012,Science,85,62
2012,Carbon,85,62
2012,American Journal of Sports Medicine,137,62
2012,Metabolic Engineering,88,62
2012,Nature Neuroscience,86,62
2012,Journal of Nuclear Medicine,157,62
2012,Cell,95,62
2012,Nature,78,62
2012,PLoS ONE,67,62
2012,PNAS,73,62
2012,J Am Chem Soc,92,62
2012,Journal of Experimental Medicine,79,62
2012,Cell Stem Cell,112,62
2012,Solar Energy Materials and Solar Cells,63,62
2012,Neurobiology of Aging,76,62
2012,J Clin Oncol,107,62
2012,Biological Psychiatry,145,62
2012,"Phys Lett B",122,62
2012,Nature,48,62
2012,BMJ (Online),133,62
2012,Theoretical Computer Science,41,62
2012,Small,60,62
2012,PNAS,49,62
2012,Angew Chem Int Ed,78,62
2012,Leukemia,119,62
2012,Anaesthesia,77,62
2012,Psychological Bulletin,108,62
2012,Nature Chemical Biology,89,62
2012,Annual Review of Physiology,117,62
2012,"Phys Rev A",64,62
2012,J Mater Chem,99,62
2012,Remote Sensing of Environment,161,62
2012,J Am Chem Soc,93,62
2012,J Mater Chem,60,62
2012,Nature Communications,55,62
2012,Nature Communications,65,62
2012,J Clin Oncol,166,62
2012,Nature,73,62
2012,Science translational medicine,77,62
2012,Astroparticle Physics,69,62
2012,Journal of Membrane Science,87,62
2012,Nature Chemical Biology,74,62
2012,Naturwissenschaften,87,62
2012,Cancer Research,103,62
2012,Stem Cells,78,62
2012,Biomaterials,112,62
2012,Journal of Computational Physics,46,62
2012,PNAS,47,62
2012,Angew Chem Int Ed,92,62
2012,PLoS ONE,126,62
2012,Advanced Materials,123,62
2012,ACS Nano,117,62
2012,PNAS,122,62
2012,PNAS,121,62
2012,Annals of internal medicine,141,62
2012,J Am Coll Cardiol,168,62
2012,IEEE Transactions on Power Electronics,115,62
2012,Genes and Development,74,62
2012,Biosensors and Bioelectronics,113,62
2012,Clinical Infectious Diseases,183,62
2012,The Lancet,7,62
2012,Science,93,62
2012,Malaria Journal,76,62
2012,Nanoscale,143,62
2012,Organic Letters,91,62
2012,Science,96,62
2012,Journal of Physical Chemistry Letters,128,62
2012,Advanced Materials,103,62
2012,NeuroImage,66,62
2012,Cancer Discovery,59,62
2012,Nucleic Acids Research,26,62
2012,Heart Rhythm,83,62
2012,Nature Neuroscience,76,62
2012,Plant Physiology,71,62
2012,Methods in Molecular Biology,123,62
2012,Marine Pollution Bulletin,111,62
2012,New Eng J Med,65,61
2012,Journal of Controlled Release,66,61
2012,Mathematical Problems in Engineering,49,61
2012,Progress in Polymer Science,33,61
2012,Journal of Cognitive Neuroscience,150,61
2012,Nature Materials,53,61
2012,Obstetrics and Gynecology,68,61
2012,Systematic Biology,99,61
2012,IEEE Transactions on Neural Networks and Learning Systems,137,61
2012,Methods in Ecology and Evolution,70,61
2012,Chem Comm,62,61
2012,Astrophys J,77,61
2012,Science,89,61
2012,J Clin Invest,71,61
2012,Psychological Bulletin,107,61
2012,Annals of Oncology,132,61
2012,Journal of Virology,166,61
2012,Nature Nanotechnology,45,61
2012,J Mater Chem,98,61
2012,Chem Comm,127,61
2012,J Am Chem Soc,163,61
2012,Chemistry of Materials,127,61
2012,Annals of Internal Medicine,91,61
2012,The Lancet,213,61
2012,Systematic Biology,61,61
2012,Cell,103,61
2012,Science,86,61
2012,Advanced Materials,148,61
2012,PNAS,88,61
2012,J Clin Oncol,195,61
2012,J Am Chem Soc,211,61
2012,Circulation,123,61
2012,Astronomy and Astrophysics,59,61
2012,Angew Chem Int Ed,79,61
2012,Biostatistics,72,61
2012,Nature Medicine,92,61
2012,Cell,101,61
2012,ACS Applied Materials and Interfaces,90,61
2012,Advanced Functional Materials,91,61
2012,Cell,110,61
2012,Anesthesia and Analgesia,123,61
2012,Apoptosis,131,61
2012,J Am Chem Soc,101,61
2012,Biological Psychiatry,99,61
2012,International Journal of Epidemiology,86,61
2012,Journal of Clinical Endocrinology and Metabolism,124,61
2012,PNAS,138,61
2012,"Phys Rev D",38,61
2012,Phys Rev Lett,92,61
2012,J Am Coll Cardiol,178,61
2012,IEEE Antennas and Propagation Magazine,108,61
2012,J Mater Chem,97,61
2012,Environmental Science and Technology,85,61
2012,Gastroenterology,124,61
2012,Nature Nanotechnology,108,61
2012,The Lancet Neurology,188,61
2012,Annual Review of Biochemistry,53,61
2012,Archives of General Psychiatry,54,61
2012,Astrophys J,84,61
2012,Chemistry of Materials,91,61
2012,PNAS,82,61
2012,J Am Chem Soc,76,61
2012,Nature,82,61
2012,"Phys Lett B",75,61
2012,Chest,137,61
2012,The Lancet Oncology,149,61
2012,American Heart Journal,249,61
2012,Nature Immunology,121,61
2012,Bioinformatics,101,61
2012,Nature Neuroscience,101,61
2012,Optics Letters,64,61
2012,Journal of Nutrition,73,61
2012,Cell,99,61
2012,Angew Chem Int Ed,91,61
2012,Astrophys J,92,61
2012,Nano Lett,78,61
2012,Nano Lett,74,61
2012,Cell Stem Cell,108,61
2012,Nature,32,61
2012,Cell Metabolism,89,61
2012,Science Translational Medicine,49,61
2012,Advanced Materials,124,61
2012,Journal of Cystic Fibrosis,70,61
2012,American Ethnologist,97,61
2012,Journal of Cardiovascular Electrophysiology,111,61
2012,Bulletin of the Geological Society of America,105,61
2012,European Physical Journal C,54,61
2012,Scientific Reports,101,61
2012,Cell,97,61
2012,Science,78,61
2012,ACS Nano,64,61
2012,Advanced Materials,119,61
2012,Polymer,74,61
2012,Cancer Cell,113,61
2012,J Am Chem Soc,99,61
2012,New Eng J Med,57,61
2012,Nature,92,61
2012,J Am Chem Soc,99,61
2012,J Am Chem Soc,114,61
2012,Ergonomics,81,61
2012,Diabetes Care,139,61
2012,Energy and Environmental Science,50,61
2012,Current Opinion in Virology,90,61
2012,Nature Neuroscience,96,61
2012,IEEE/ASME Transactions on Mechatronics,81,61
2012,ACS Nano,112,61
2012,Science,84,61
2012,Accounts of Chemical Research,75,61
2012,Phys Rev Lett,71,61
2012,Water Research,109,61
2012,Nature,54,61
2012,Chem Comm,110,61
2012,Journal of Virology,172,61
2012,Nature Genetics,80,61
2012,Physica E: Low-Dimensional Systems and Nanostructures,54,61
2012,Biomaterials,150,61
2012,Hypertension,90,61
2012,Journal of Clinical Microbiology,163,61
2012,Diabetes Care,182,61
2012,The Lancet,25,61
2012,Critical Care Medicine,129,61
2012,J Am Chem Soc,53,61
2012,PNAS,118,61
2012,Physics in Medicine and Biology,61,61
2012,PNAS,123,61
2012,PLoS ONE,112,61
2012,Journal of Cell Science,47,61
2012,Separation and Purification Technology,98,61
2012,PNAS,135,61
2012,Nano Lett,72,61
2012,Journal of Cell Biology,100,61
2012,IEEE Transactions on Biomedical Engineering,78,61
2012,New Phytologist,141,61
2012,Journal of Thoracic and Cardiovascular Surgery,130,61
2012,Plant Cell,111,61
2012,BioControl,116,61
2012,American Journal of Cardiology,78,61
2012,Nature Immunology,99,61
2012,Int J Radiat Oncol,106,61
2012,The Lancet Neurology,131,61
2012,Astronomy and Astrophysics,80,61
2012,Oncogene,113,61
2012,J Am Chem Soc,109,61
2012,ACS Nano,73,61
2012,ACS Nano,88,61
2012,"Phys Rev A",72,61
2012,Breast Cancer Research,132,61
2012,PLoS ONE,53,61
2012,PLoS ONE,57,61
2012,J Am Coll Cardiol,151,61
2012,Cancer Cell,89,61
2012,PNAS,123,61
2012,Nano Lett,139,61
2012,Cell Stem Cell,104,61
2012,Science,80,61
2012,PNAS,142,61
2012,PNAS,64,61
2012,PNAS,130,61
2012,Angew Chem Int Ed,68,61
2012,Clinical and Experimental Allergy,115,61
2012,Nature Genetics,142,61
2012,Nature Chemical Biology,84,61
2012,Pharmacology and Therapeutics,81,61
2012,Surgery Today,132,61
2012,Journal of Agrarian Change,80,61
2012,Geothermics,64,61
2012,Applied Soft Computing Journal,110,61
2012,Environmental Modelling and Software,52,61
2012,Proceedings of the IEEE,31,61
2012,ISPRS Journal of Photogrammetry and Remote Sensing,94,61
2012,Cold Spring Harbor Perspectives in Medicine,33,61
2012,Progress in Photovoltaics: Research and Applications,97,61
2012,IEEE Transactions on Instrumentation and Measurement,96,61
2012,Advanced Synthesis and Catalysis,47,61
2012,Nature,87,60
2012,Immunity,97,60
2012,Cell,96,60
2012,Journal of Bone and Mineral Research,68,60
2012,Light: Science and Applications,102,60
2012,New Eng J Med,81,60
2012,Nano Lett,126,60
2012,Science Translational Medicine,94,60
2012,Journal of Materials Science,96,60
2012,European Urology,231,60
2012,Nature Genetics,100,60
2012,Computer Methods and Programs in Biomedicine,68,60
2012,"Diabetes, Obesity and Metabolism",234,60
2012,Ecological Indicators,103,60
2012,J Am Chem Soc,108,60
2012,Annals of Internal Medicine,118,60
2012,PNAS,108,60
2012,Science,94,60
2012,Cancer Cell,137,60
2012,Chem Comm,127,60
2012,Energy and Environmental Science,157,60
2012,Nature Chemistry,125,60
2012,Retina,213,60
2012,Genome Research,65,60
2012,IEEE Transactions on Image Processing,61,60
2012,Cell Reports,112,60
2012,Immunity,135,60
2012,Nature,89,60
2012,Nature,74,60
2012,Nature,90,60
2012,Phys Rev Lett,49,60
2012,J Am Coll Cardiol,113,60
2012,PNAS,87,60
2012,Kidney International,121,60
2012,Foundations of Computational Mathematics,53,60
2012,J Am Chem Soc,137,60
2012,British Journal of Dermatology,122,60
2012,International Communications in Heat and Mass Transfer,130,60
2012,Nature Photonics,73,60
2012,Journal of High Energy Physics,62,60
2012,Nature,83,60
2012,JAMA,42,60
2012,ACS Nano,138,60
2012,Astrophys J,78,60
2012,Organic Letters,107,60
2012,Nature,42,60
2012,Advanced Materials,104,60
2012,Circulation,136,60
2012,Annual Review of Biochemistry,61,60
2012,Boreas,86,60
2012,Journal of Peasant Studies,121,60
2012,Pain physician,150,60
2012,CA Cancer Journal for Clinicians,63,60
2012,MNRAS,115,60
2012,Molecular Cell,82,60
2012,Nature,59,60
2012,IEEE Transactions on Pattern Analysis and Machine Intelligence,60,60
2012,PNAS,97,60
2012,Analytical Chemistry,120,60
2012,Information Sciences,72,60
2012,Astrophys J,95,60
2012,Science,77,60
2012,Science,103,60
2012,Phys Rev Lett,71,60
2012,IEEE Transactions on Automatic Control,112,60
2012,JAMA,180,60
2012,Environmental Science and Technology,164,60
2012,PNAS,80,60
2012,Hepatology,130,60
2012,Economic Record,41,60
2012,Bioresource Technology,154,60
2012,Asian Pacific Journal of Tropical Medicine,79,60
2012,Nature Biotechnology,105,60
2012,Archives of General Psychiatry,158,60
2012,Journal of Climate,84,60
2012,The Lancet,105,60
2012,Advanced Materials,67,60
2012,Neurology,58,60
2012,J Clin Oncol,128,60
2012,J Am Chem Soc,138,60
2012,J Clin Oncol,241,60
2012,Advanced Materials,123,60
2012,J Phys Chem C,87,60
2012,Advanced Materials,109,60
2012,Journal of Geophysical Research: Solid Earth,69,60
2012,J Am Chem Soc,154,60
2012,IEEE Transactions on Power Electronics,101,60
2012,Applied Mathematical Modelling,100,60
2012,Ecological Indicators,152,60
2012,American Economic Journal: Economic Policy,47,60
2012,J Am Coll Cardiol,103,60
2012,MNRAS: Letters,68,60
2012,Clinical Journal of the American Society of Nephrology,62,60
2012,Arthritis Care and Research,186,60
2012,Advanced Functional Materials,134,60
2012,Reviews of Geophysics,57,60
2012,Phys Rev Lett,70,60
2012,J Am Chem Soc,40,60
2012,PLoS ONE,65,60
2012,Journal of Power Sources,66,60
2012,Journal of Hazardous Materials,129,60
2012,BMJ (Online),114,60
2012,Science,62,60
2012,PNAS,59,60
2012,PNAS,62,60
2012,Biochemistry,68,60
2012,Organic Letters,66,60
2012,Physical Review C - Nuclear Physics,75,60
2012,PLoS ONE,116,60
2012,Angew Chem Int Ed,88,60
2012,International Journal of Eating Disorders,143,60
2012,Nature Biotechnology,83,60
2012,Waste Management,81,60
2012,Ophthalmology,102,60
2012,Nature Cell Biology,126,60
2012,Computer Physics Communications,99,60
2012,ACS Nano,79,60
2012,Blood,114,60
2012,PNAS,94,60
2012,J Clin Oncol,203,60
2012,Phys Rev Lett,69,60
2012,Science,91,60
2012,Science,69,60
2012,Advanced Materials,136,60
2012,Nano Lett,145,60
2012,Nano Lett,118,60
2012,Journal of Medicinal Chemistry,34,60
2012,Nature Communications,106,60
2012,Environmental Science and Technology,85,60
2012,Applied Physics Letters,47,60
2012,Angew Chem Int Ed,108,60
2012,The Lancet,116,60
2012,IEEE Transactions on Magnetics,25,60
2012,Gut,182,60
2012,Journal of Interventional Cardiac Electrophysiology,249,60
2012,Limnology and Oceanography,165,60
2012,MNRAS,77,60
2012,European Heart Journal,79,60
2012,IEEE Transactions on Smart Grid,66,60
2012,mBio,80,60
2012,Nature Cell Biology,127,60
2012,Bioresource Technology,95,60
2012,Nanotechnology,97,60
2012,Analytica Chimica Acta,188,60
2012,Nature,62,60
2012,Phys Rev Lett,116,60
2012,Cell,67,60
2012,Journal of Lightwave Technology,54,60
2012,Soft Matter,59,60
2012,Nature Communications,105,60
2012,Nano Lett,136,60
2012,J Am Chem Soc,23,60
2012,Philosophical Transactions of the Royal Society B: Biological Sciences,103,60
2012,Polymer,91,60
2012,Pediatrics,24,60
2012,J Clin Invest,117,60
2012,Green Chemistry,142,60
2012,Nature Genetics,74,60
2012,American Journal of Physiology - Cell Physiology,82,60
2012,Diabetes,64,60
2012,Colloids and Surfaces B: Biointerfaces,108,60
2012,J Clin Invest,128,60
2012,Clinical Cancer Research,117,60
2012,Renewable Energy,118,60
2012,IEEE Transactions on Industrial Electronics,94,60
2012,PNAS,85,60
2012,PNAS,85,60
2012,Chem Comm,84,60
2012,J Am Chem Soc,67,60
2012,Small,141,60
2012,Organic Letters,81,60
2012,Annual Review of Pharmacology and Toxicology,47,60
2012,JAMA,141,60
2012,J Am Chem Soc,92,60
2012,J Am Coll Cardiol,123,60
2012,Journal of Power Sources,63,60
2012,Blood,50,60
2012,Applied Catalysis B: Environmental,104,60
2012,Nano Lett,90,60
2012,Astrophys J,181,60
2012,BMJ (Online),106,60
2012,Analytical Chemistry,119,60
2012,IEEE Photonics Technology Letters,93,60
2012,Inorganic Chemistry,69,60
2012,Angew Chem Int Ed,32,60
2012,Clinical Microbiology Reviews,50,60
2012,Plant Cell,116,60
2012,Chemical Science,132,60
2012,Nature Photonics,102,60
2012,Annals of Neurology,79,60
2012,Clinical Cancer Research,128,60
2012,Renewable and Sustainable Energy Reviews,45,60
2012,Endocrinology,107,60
2012,Human Mutation,143,60
2012,Nature Genetics,58,60
2012,Arthritis and Rheumatism,90,60
2012,Molecular Ecology,97,60
2012,Nature Neuroscience,97,60
2012,ISME Journal,41,60
2012,Genome Research,82,60
2012,Phys Rev B,42,59
2012,Nature,72,59
2012,Science,92,59
2012,J Clin Oncol,97,59
2012,Atmospheric Measurement Techniques,98,59
2012,National Vital Statistics Reports,31,59
2012,European Respiratory Journal,133,59
2012,Journal of Structural Biology,80,59
2012,Precambrian Research,141,59
2012,Science,90,59
2012,Cell,63,59
2012,Astrophys J,127,59
2012,J Am Chem Soc,72,59
2012,Geophysical Research Letters,55,59
2012,J Am Chem Soc,140,59
2012,Phys Rev Lett,78,59
2012,ACS Nano,77,59
2012,Nature,89,59
2012,Nature Communications,68,59
2012,Circulation: Cardiovascular Imaging,157,59
2012,J Am Coll Cardiol,202,59
2012,The Lancet Neurology,142,59
2012,European Respiratory Journal,88,59
2012,Journal of Cell Biology,44,59
2012,Diabetes Care,168,59
2012,The Lancet Infectious Diseases,101,59
2012,Scientific Reports,82,59
2012,J Am Chem Soc,171,59
2012,J Clin Oncol,162,59
2012,New Eng J Med,75,59
2012,CMAJ,107,59
2012,Gastroenterology,109,59
2012,Journal of Virology,117,59
2012,CA Cancer Journal for Clinicians,45,59
2012,Nature Nanotechnology,60,59
2012,Astrophys J,32,59
2012,Energy and Environmental Science,159,59
2012,Perspectives on Psychological Science,90,59
2012,Science,96,59
2012,J Am Coll Cardiol,275,59
2012,PNAS,113,59
2012,Synlett,83,59
2012,Science,79,59
2012,Trials,68,59
2012,Journal of High Energy Physics,136,59
2012,Nature,90,59
2012,Annals of Neurology,66,59
2012,Nature Chemistry,123,59
2012,Molecular and Cellular Proteomics,117,59
2012,PNAS,90,59
2012,Science,78,59
2012,Small,110,59
2012,J Clin Oncol,89,59
2012,Accounts of Chemical Research,96,59
2012,Nature Communications,92,59
2012,Chem Comm,102,59
2012,Journal of Environmental Quality,72,59
2012,Pharmacological Reviews,75,59
2012,Annals of Surgery,210,59
2012,Nature Nanotechnology,68,59
2012,The Lancet,71,59
2012,Gait and Posture,67,59
2012,Biochemistry,64,59
2012,Advanced Materials,51,59
2012,Journal of Cardiovascular Magnetic Resonance,147,59
2012,J Am Chem Soc,110,59
2012,Analytical Chemistry,101,59
2012,PNAS,87,59
2012,Cell Host and Microbe,136,59
2012,J Phys Chem C,145,59
2012,Advanced Materials,126,59
2012,Journal of High Energy Physics,94,59
2012,"Phys Rev D",60,59
2012,Nature,69,59
2012,Inorganic Chemistry,105,59
2012,Environmental Health Perspectives,121,59
2012,New Eng J Med,74,59
2012,Proceedings of the Royal Society B: Biological Sciences,135,59
2012,Nuclear Physics B,39,59
2012,Blood,99,59
2012,Clinical Cancer Research,92,59
2012,Journal of Infectious Diseases,178,59
2012,Talanta,164,59
2012,Angew Chem Int Ed,105,59
2012,Cell,102,59
2012,Science,92,59
2012,Journal of Lightwave Technology,56,59
2012,Journal of Parenteral and Enteral Nutrition,222,59
2012,ISME Journal,128,59
2012,Nature Genetics,77,59
2012,"Phys Lett B",56,59
2012,Movement Disorders,107,59
2012,Enterprise Information Systems,97,59
2012,Surgical Endoscopy and Other Interventional Techniques,171,59
2012,Science,65,59
2012,Angew Chem Int Ed,110,59
2012,IEEE Transactions on Services Computing,61,59
2012,Neurology,95,59
2012,J Mater Chem,101,59
2012,J Am Chem Soc,71,59
2012,Cell,79,59
2012,Journal of Chemical Theory and Computation,95,59
2012,Archives of Internal Medicine,93,59
2012,Cell Stem Cell,87,59
2012,Blood,133,59
2012,Nature Communications,86,59
2012,Biomaterials,134,59
2012,Annals of Oncology,55,59
2012,IEEE Journal on Selected Areas in Communications,64,59
2012,ACS Applied Materials and Interfaces,83,59
2012,J Am Chem Soc,53,59
2012,PNAS,49,59
2012,Angew Chem Int Ed,101,59
2012,Nature,73,59
2012,Advanced Functional Materials,126,59
2012,J Clin Oncol,134,59
2012,Accounts of Chemical Research,121,59
2012,Accounts of Chemical Research,168,59
2012,Circulation,182,59
2012,Developmental Cell,74,59
2012,Reviews of Modern Physics,70,59
2012,Analytical Chemistry,94,59
2012,Nucleic Acids Research,113,59
2012,The Lancet Infectious Diseases,86,59
2012,Clinical Journal of the American Society of Nephrology,87,59
2012,Nature,56,59
2012,American Journal of Hematology,110,59
2012,J Clin Invest,106,59
2012,Cancer Discovery,123,59
2012,AIChE Journal,88,59
2012,Cell Reports,105,59
2012,"Sensors and Actuators, B: Chemical",44,59
2012,Astrophys J,104,59
2012,Circulation,143,59
2012,J Mater Chem,133,59
2012,BMJ (Online),138,59
2012,Science,66,59
2012,Methods,166,59
2012,Nature Chemistry,78,59
2012,Carbon,91,59
2012,Journal of Molecular Modeling,60,59
2012,ISME Journal,98,59
2012,Journal of Pathology,169,59
2012,Journal of Power Sources,112,59
2012,Endocrinology,146,59
2012,Human Molecular Genetics,100,59
2012,J Am Chem Soc,66,59
2012,Journal of Hazardous Materials,90,59
2012,Nature,90,59
2012,ACS Applied Materials and Interfaces,103,59
2012,JAMA,85,59
2012,J Am Chem Soc,101,59
2012,Optics Express,81,59
2012,Advanced Functional Materials,172,59
2012,J Am Chem Soc,203,59
2012,Astrophys J,124,59
2012,PNAS,77,59
2012,Advanced Materials,84,59
2012,Solid State Ionics,126,59
2012,Blood,103,59
2012,Astrophys J,31,59
2012,Internet and Higher Education,136,59
2012,Neurobiology of Aging,114,59
2012,Laser Physics Letters,70,59
2012,Journal of AOAC International,59,59
2012,Int J Radiat Oncol,174,59
2012,Journal of the American Medical Directors Association,200,59
2012,Computers in Human Behavior,118,59
2012,Government Information Quarterly,95,59
2012,Journal of Acquired Immune Deficiency Syndromes,193,59
2012,Journal of the American Society of Nephrology,54,59
2012,J Am Chem Soc,71,58
2012,Astrophys J,75,58
2012,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,74,58
2012,Annals of Family Medicine,63,58
2012,Perspectives on Psychological Science,98,58
2012,Perspectives on Psychological Science,63,58
2012,Science,103,58
2012,Cancer Cell,128,58
2012,Advanced Functional Materials,153,58
2012,Stroke,115,58
2012,Computer Physics Communications,78,58
2012,Cancer Discovery,110,58
2012,Cell,105,58
2012,Cell,104,58
2012,"Phys Rev D",77,58
2012,Journal of Epidemiology,95,58
2012,"Phys Rev D",96,58
2012,Cell Stem Cell,95,58
2012,Blood,96,58
2012,Nature reviews. Genetics,81,58
2012,Journal of the American Medical Directors Association,131,58
2012,Systematic Biology,101,58
2012,Critical Reviews in Food Science and Nutrition,87,58
2012,The Lancet,161,58
2012,Nature Immunology,85,58
2012,ACS Nano,67,58
2012,Science,88,58
2012,Science,63,58
2012,J Phys Chem C,129,58
2012,Inorganic Chemistry,151,58
2012,Nature Communications,66,58
2012,Science,72,58
2012,Circulation,156,58
2012,J Am Chem Soc,106,58
2012,Inorganic Chemistry,109,58
2012,European Journal of Heart Failure,136,58
2012,Nature Photonics,49,58
2012,International Journal of Energy Research,126,58
2012,Journal of Thrombosis and Haemostasis,106,58
2012,The Lancet Neurology,121,58
2012,J Am Chem Soc,61,58
2012,Molecular Cell,45,58
2012,Science,61,58
2012,Gastroenterology,113,58
2012,Nature Cell Biology,88,58
2012,RNA Biology,90,58
2012,Nature Medicine,96,58
2012,The Lancet Oncology,189,58
2012,Journal of Experimental Medicine,140,58
2012,Journal of Allergy and Clinical Immunology,108,58
2012,Diabetes,143,58
2012,Immunity,123,58
2012,Journal of Chromatography A,273,58
2012,Astrophys J,121,58
2012,J Clin Oncol,123,58
2012,Scientific Reports,14,58
2012,Nano Lett,91,58
